,old_index,Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Website,Known_For2,Known_For22
806,1372,Bengali Sweet Centre,"Mithai, North Indian, South Indian, Chinese, Fast Food, Beverages",500," South Extension 1, New Delhi",4.0,898,https://www.zomato.com/ncr/bengali-sweet-centre-south-extension-1-new-delhi,"Chicken Korma, Rumali Roti, Afghani Chicken, Butter Naan, Rolls, Butter Chicken","Cozy Ambiance, Cute Little Place, Pocket Friendly, Portion Size, Courteous Staff, Owner"
807,1373,Juneja's Eating Plaza,"North Indian, Chinese, Fast Food, Rolls",500," Lodhi Colony, New Delhi",4.0,360,https://www.zomato.com/ncr/junejas-eating-plaza-lodhi-colony-new-delhi,"Coffee and Doughnuts, Choco Walnut Cake, Paneer Puff, Strawberry Cake, Vanilla Cake, White Forest Cake","Cute Cupcakes, Highly Customizable Cakes, Fluffy Cakes, Pretty Decor, Coffee Date, Decorations"
808,1375,Bob's,"Cafe, Beverages, Fast Food",400," Nirvana Courtyard, Sector 50, Gurgaon",4.0,172,https://www.zomato.com/bobsshakesin,"Tandoori Veg Platter, Murgh Malai Tikka, Chicken Tikka Pizza, Veg Spring Rolls, Honey Chilli Potatoes, Chicken 65","Sheesha, Hookah, Prime Location, Decent Ambience, Comfortable Seating, Light Music"
809,1376,Prime Street Cafe,"North Indian, Chinese, Italian, Pizza, Mughlai, Fast Food, Beverages",1000," Connaught Place, New Delhi",4.0,1475,https://www.zomato.com/ncr/prime-street-cafe-connaught-place-new-delhi,"Chicken Momos, Pasta, Starters, Paneer Tikka, Biryani","Ample Seating Area, Good for Large Groups, Relaxed Atmosphere, Serving Size, Great Value, Theme"
810,1377,The Food Workshop,"North Indian, Chinese, Fast Food, Continental, Beverages",700," Raj Nagar, Ghaziabad",4.0,549,https://www.zomato.com/ncr/the-food-workshop-raj-nagar-ghaziabad,"Punjabi Chicken, Andhra Chicken Curry, Chicken 65, Palak Paneer, Mutton Curry, Chilli Potatoes","Gastronomical Experience, Live Music, Fancy Crowd, Great Restaurant, Atmosphere, Waiter"
811,1378,Aromas of Pind,"North Indian, Chinese, Kebab, Italian, Mughlai, Beverages",700," Mathura Road, New Delhi",4.0,623,https://www.zomato.com/ncr/aromas-of-pind-mathura-road-new-delhi,"Chicken Burrah, Chicken Soup, Tawa Chicken, Panner Tikka, Kebabs, Mutton","Ample Seating Area, Good Options, Good Quality Food, Tamper Proof Packaging, Portion, Main Course"
812,1380,Amigos Kitchen And Grill,"North Indian, Fast Food",800," Raj Nagar, Ghaziabad",4.0,69,https://www.zomato.com/ncr/amigos-kitchen-and-grill-raj-nagar-ghaziabad,"Matar Mushroom, Veg Tandoori Platter, Mixed Vegetables, Chicken Rara, Dum Biryani, Afghani Chicken","Late Night Delivery, Chirpy Crowd, Elegantly Decorated, Cute Little Place, Pocket Friendly, Good Crowd"
813,1382,Mohinga The Taste of Myanmar,"Burmese, Momos, Beverages",500," Safdarjung, New Delhi",4.0,71,https://www.zomato.com/ncr/mohinga-the-taste-of-myanmar-safdarjung-new-delhi,"Changezi Chicken, Chicken Korma, Rumali Roti, Veg Biryani","Tasty, Good Taste, Price, Ambiance, Good Food, Quality"
814,1386,Our Story Pub By Sherlock's,"North Indian, Mughlai, Chinese, Fast Food",1800," Sector 18, Noida",4.0,667,https://www.zomato.com/ncr/our-story-pub-by-sherlocks-sector-18-noida,"Kheer, Honey Chilli Potatoes, Drink, Mushroom, Raita, Starters","Good Quality Food, Excellent Food, Nice Food, Preparation, Main Course, Nice Ambience"
815,1387,Fiery Grillss,"North Indian, Chinese, Thai, Continental, Mughlai, Fast Food, Desserts, Beverages",850," Crown Plaza Mall, Sector 15, Faridabad, Faridabad",4.0,374,https://www.zomato.com/ncr/fiery-grillss-sector-15-faridabad,"Butter Chicken, Butter Naan, Dal Makhni, Chicken Tikka, Pasta, Noodles","Family Place, Good Quality Food, Crowd, Location, Good Taste, Great Food"
816,1388,Chaskaa,"Chinese, North Indian, Fast Food",400," Anand Vihar, New Delhi",4.0,484,https://www.zomato.com/ncr/chaskaa-anand-vihar-new-delhi,"Roll Mushrooms, Mango Cooler, Brownie Sizzler, Kiwi Mojito, Summer Cooler, Banoffee Pie","Hookah, Sheesha, Decent Price, Cozy, Dj, Fancy Crowd"
817,1389,Pipeline Cafe,"Cafe, Italian, Chinese",800," Satyaniketan, New Delhi",4.0,700,https://www.zomato.com/ncr/pipeline-cafe-satyaniketan-new-delhi,"Gourmet Sandwich, Belgian Fries, Mushroom Patty, Mushroom Sandwich, Hot Coffee, Onion Rings","Not very Crowded, Elegantly Decorated, Pocket Friendly, Cosy Place, Great Ambiance, Polite Staff"
818,1390,Big Fat Sandwich,"American, Pizza, Sandwich, Fast Food, Salad, Beverages, Desserts",1000," Hauz Khas, New Delhi",4.0,521,https://www.zomato.com/ncr/big-fat-sandwich-hauz-khas-new-delhi,"Grilled Chicken, Wine, Salads, Desserts, Coffee, Drinks","Friendly Service, Cozy Place, Decor, Friendly Staff, Chef, Ambiance"
819,1392,Culinaria By Pikwik,"North Indian, Chinese, Continental, Thai",1000," Pitampura, New Delhi",4.0,156,https://www.zomato.com/ncr/culinaria-by-pikwik-pitampura-new-delhi,"Lahori Chicken, Jeera Rice, Honey Chilli Potato, Paneer Tikka, Pasta, Pizza","Pocket Friendly, Casual Seating Area, Not very Crowded, Fast Delivery Service, Comfort Food, Good Packing"
820,1393,Yummy Tummy,"North Indian, Mughlai",400," Sector 72, Noida",4.0,169,https://www.zomato.com/ncr/yummy-tummy-sector-72-noida,"Waffles, Virgin Mojito, Juice, Nachos, White Sauce Pasta, Chocolate","Food Service, Very Affordable, Cafe, Decor, Interior, Nice Ambience"
821,1394,Cafe Russmunch,"Fast Food, Desserts, Beverages, Italian",500," Pitampura, New Delhi",4.0,347,https://www.zomato.com/ncr/cafe-russmunch-pitampura-new-delhi,"Chicken Fried Momos, Cheesecake, Chicken Tikka, Biryani","Customizable Dishes, Outdoor Seating, Good Wifi, Weekend Brunch, Family Crowd, Good Music"
822,1395,Bawarchi Baba,"North Indian, Chinese, Mughlai, South Indian, Fast Food, Biryani",600," Amrapali Dream Valley, Greater Noida",4.0,157,https://www.zomato.com/ncr/bawarchi-baba-amrapali-dream-valley-greater-noida,"Chocolate Silk, Chocochip Cake, Truffle Pastries, Paneer Puff, Red Velvet Cake, Cakes","Cute Cupcakes, Highly Customizable Cakes, Coffee Date, Packed on Weekends, Good Packaging, Fast Delivery"
823,1397,Devan's,"Coffee, Tea",300," Lodhi Colony, New Delhi",4.0,52,https://www.zomato.com/ncr/devans-lodhi-colony-new-delhi,"Soya Chaap Masala, Panneer Butter Masala, Oreo Shake, Spring Roll, Mocktails, White Sauce Pasta","Rooftop, Live Music, View, Great Ambiance, Family Crowd, Interior"
824,1398,The Reset,"Asian, Italian, North Indian",1200," Rohini, New Delhi",4.0,524,https://www.zomato.com/ncr/the-reset-rohini-new-delhi,"Death by Chocolate, Tiramisu, Lasagna, Pastas, Pizzas, Desserts","Decor, Good Ambience, Music, Nice Ambience, Main Course, Nice Place"
825,1400,Tease - Taj City Centre Gurugram,Finger Food,3400," Taj City Centre Gurugram, Sector 44, Gurgaon, Gurgaon",4.0,145,https://www.zomato.com/ncr/tease-taj-city-centre-gurugram-sector-44,"Punjabi Tadka Pasta, Tandoori Pasta, Stuffed Garlic Bread, Baked Pasta, Farmhouse Pizza, Mixed Sauce Pasta","Low Price, Polite Staff, Seating, Good Quantity, Tasty, Good Taste"
826,1402,Aalam Chicken Corner,"Mughlai, North Indian, Biryani",500," Mayapuri Phase 2, New Delhi",4.0,370,https://www.zomato.com/ncr/aalam-chicken-corner-mayapuri-phase-2-new-delhi,"Onion Naan, Kurkure Momo, Kadai Paneer, Shahi Paneer, Roll, Momos","Pocket Friendly, Low Price, Great Recommendations, Interior, Spicy, Table"
827,1403,Wah Ji Wah,"North Indian, Chinese, Rolls, Kebab",400," Rohini, New Delhi",4.0,422,https://www.zomato.com/ncr/wah-ji-wah-4-rohini-new-delhi,"Paneer Chilla, Corn Salad, Healthy Breakfast, Poha, Grilled Fish, Paneer Tikka","Great for Birthdays, Excellent Variety, Pocket Friendly Prices, Healthy Food, Breakfast, Cafe"
828,1407,Raju Vaishno Dhaba,North Indian,250," Old Railway Road, Gurgaon",4.0,151,https://www.zomato.com/ncr/raju-vaishno-dhaba-old-railway-road,"Gravy Momo, Fried Rice Chicken, Dahi Ke Sholey, Paneer Momos, Alfredo Pasta, Chilli Potatoes","Bang for the Buck, Not very Crowded, Drive through, Casual Seating Area, Servings, Great Recommendations"
829,1408,Chalte Firte Momos & Special Foods,"Momos, Fast Food, Chinese, North Indian",300," Delhi University-GTB Nagar, New Delhi",4.0,641,https://www.zomato.com/ncr/chalte-firte-momos-special-foods-delhi-university-gtb-nagar-new-delhi,"Tawa Chicken, Chicken Curry, Paneer Lababdar, Butter Chicken, Dal Makhani","Nice Food, Good Quantity, Excellent Food, Combo, Reasonable Price, Portions"
830,1409,Chawla Family Restaurant,"North Indian, Chinese, Mughlai, Rolls, Fast Food",750," Rajouri Garden, New Delhi",4.0,463,https://www.zomato.com/ncr/chawla-family-restaurant-rajouri-garden-new-delhi,"Baked Pasta, Drums of Heaven, Peri Peri Fries, Chilli Garlic Noodles, Nachos, Sandwiches","Great for Birthdays, Humble Staff, More Variety, Fancy Crowd, Great Ambiance, Vibe"
831,1410,Munchin Cafe,"Cafe, Mexican, Continental, Italian, Chinese, Pizza, Beverages",900," Sector 62, Noida",4.0,285,https://www.zomato.com/ncr/munchin-cafe-sector-62-noida,"Chicken Chowmein, Manchow Soup, Chilly Garlic Noodles, Soups","Comfort Food, Chinese, Manager, Reasonable Prices, Courteous Staff, Flavour"
832,1411,China Fare,"Chinese, Seafood",1000," Khan Market, New Delhi",4.0,470,https://www.zomato.com/ncr/china-fare-khan-market-new-delhi,"Kadhai Paneer, Chicken Biryani, Drinks, Dal Makhani, Butter Chicken, Starters","Comfortable Seating, Family Crowd, Best Places, Quick Service, Nice Ambience, Ambiance"
833,1413,Kandy's Pastry Parlour,"Bakery, Desserts, Fast Food",400," Kalkaji, New Delhi",4.0,317,https://www.zomato.com/ncr/kandys-pastry-parlour-kalkaji-new-delhi,"Chicken Salami Sandwich, Peri Fries, Iced Tea, Burgers, Sandwiches","Bang for the Buck, Not very Crowded, Casual Seating Area, Drive through, Prompt Service, Great Recommendations"
834,1414,Grill Masters,"Burger, Sandwich, Fast Food, Beverages",300," Rohini, New Delhi",4.0,289,https://www.zomato.com/ncr/grill-masters-rohini-new-delhi,"Kadhi Pakora, Chana Masala, Panneer Butter Masala, Palak Paneer, Kheer, Daal Makhani","Amazing Food, Tasty, Owner, Nice Place, Quantity, Ambience"
835,1415,Pahalwan Vaishno Dhaba,North Indian,200," Azadpur, New Delhi",4.0,260,https://www.zomato.com/ncr/pahalwan-vaishno-dhaba-azadpur-new-delhi,"Smash Burger, Chicken Popcorn, Strawberry Shake, Fries","Quaint Little Place, Owner, Management, Young Crowd, Great Food, Great Portions"
836,1416,Mmmelt,"Cafe, Burger, Pizza, Fast Food, Beverages",650," Sector 45, Noida",4.0,144,https://www.zomato.com/ncr/mmmelt-sector-45-noida,"Tiramisu, Thin Crust Pizza, Cheesecake, Coffee, Pasta","Variety of Pizza, Outdoor Seating, Weekend Brunch, Friendly Staff, Vibe, Good Wifi"
837,1417,Caffé Bella Italia,"Cafe, Desserts, Italian, Beverages",600," Gwal Pahari, Gurgaon",4.0,134,https://www.zomato.com/ncr/caff-bella-italia-gwal-pahari,"Panneer Butter Masala, Noodle, Chilli Garlic Noodles, Chole Bhature, Sweets","Chirpy Crowd, Cozy Ambiance, Casual Seating Area, Family Restaurant, Prompt Service, Interior"
838,1418,Laddoo Gopal Sweets & Restaurant,"North Indian, Chinese, South Indian, Mithai, Street Food, Fast Food, Beverages",600," Shahdara, New Delhi",4.0,545,https://www.zomato.com/ncr/laddoo-gopal-sweets-restaurant-shahdara-new-delhi,"Quiche, Cupcakes, Red Velvet, Cappuccino, Pastry, Desserts","Breakfast, Reasonable Prices, Courteous Staff, Decor, Presentation, Great Place"
839,1419,Raro,Bakery,800," Defence Colony Main Market, Defence Colony, New Delhi",4.0,443,https://www.zomato.com/ncr/raro-defence-colony-new-delhi,"Dhaba Dal, Dahi Ke Sholey, Afghani Chaap, Honey Chilli Potatoes, Malai Chaap, Tandoori Chicken","Great Recommendations, Authentic Food, Great Ambiance, Prompt Service, Best Food, Delivery Time"
840,1420,The Grill Darbar,"North Indian, Mughlai, Chinese, South Indian, Continental, Beverages",500," Sector 86, Faridabad",4.0,439,https://www.zomato.com/ncr/the-grill-darbar-sector-86-faridabad,"Spicy Chicken Momo, Chocolate Bao, Mango Mojito, Cheese Spring Roll, Veg Hakka Noodles, Kung Pao Chicken","Highly Recommended, Good Food Good Quality, Not very Crowded, Live Kitchen, Economical, Drive through"
841,1421,Hong's Kitchen,"Chinese, Asian, Desserts, Beverages",500," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.0,375,https://www.zomato.com/ncr/hongs-kitchen-sector-49,"Oreo Crush, Kiwi Crush, Tofu Burger, Kit Kat Shake, Hot Coffee, Ice Tea","Office Crowd, Economical, Cozy Ambiance, Inexpensive, Great Ambiance, Good Crowd"
842,1422,Hungry Hackers,"Burger, Sandwich, Fast Food, Beverages",300," Jaipuria Sunrise Plaza, Indirapuram, Ghaziabad",4.0,366,https://www.zomato.com/ncr/hungry-hackers-indirapuram-ghaziabad,"Chicken Spring Roll, Afghani Chicken, Veg Momos, Pav Bhaji, Momo, Rolls","Elegantly Decorated, Low Price, Good Crowd, Polite Staff, Prompt Service, Best Places"
843,1425,Frontier - The Ashok,"North Indian, Mughlai",3600," The Ashok, Chanakyapuri, New Delhi",4.0,131,https://www.zomato.com/ncr/frontier-the-ashok-chanakyapuri-new-delhi,"Chilli Paneer Dry, Panneer Butter Masala, Kadhai Paneer, Shahi Paneer, Dal Makhani, Paneer Tikka","Peaceful Environment, Polite, Good Quality Food, Decent Place, Food Taste, Courteous Staff"
844,1427,The Grills Food Junction,"North Indian, Chinese, Mughlai, Biryani, Beverages",1000," Old Railway Road, Gurgaon",4.0,91,https://www.zomato.com/ncr/the-grills-food-junction-old-railway-road,"Reshmi Murgh, Firni, Mutton Biriyani, Chicken Handi, Chicken Biriyani, Egg Biryani","Comfortable Seating Area, Relaxed Atmosphere, Family Place, Packed on Weekends, Great Value, Good Quality Food"
845,1428,Aminia,"North Indian, Mughlai, Rolls, Biryani",800," Chittaranjan Park, New Delhi",4.0,358,https://www.zomato.com/ncr/aminia-chittaranjan-park-new-delhi,"Stuffed Malai Chaap, Panner Butter Masala, Gulab Jamun, Dal Makhni, Paneer Tikka","Good Quantity, Proper Packaging, Flavour, Great Portions, Good Food, Service"
846,1429,Shudh Vaishno Hotel,North Indian,450," Karampura, New Delhi",4.0,227,https://www.zomato.com/ncr/shudh-vaishno-hotel-karampura-new-delhi,"Matka Murgh, Matki Chicken, Chicken Soup, Chicken Biryani, Butter Chicken","Sitting Area, Polite Staff, Portions, Main Course, Great Place, Quantity"
847,1430,Bawa's The Journey Of Spice,"North Indian, Mughlai, Chinese, Kebab, Rolls",800," Kirti Nagar, New Delhi",4.0,288,https://www.zomato.com/ncr/bawas-the-journey-of-spice-kirti-nagar-new-delhi,"Tornado Potato, Banana Nutella, Crepes, Brownie Waffle, Chocolate Waffle, Pancake","Totally Worth it, Pocket Friendly, Seating Area, Presentation, Nice Place, Good Place"
848,1431,Waffles & Crepes,"Desserts, Beverages",250," Sector 37, Noida",4.0,429,https://www.zomato.com/ncr/waffles-crepes-sector-37-noida,"Gravy Momo, Chilli Mushroom, Veg Roll, Chilli Garlic Noodles, Chicken Fried Rice, Egg Roll","Fresh Foods, Good Food Good Quality, Drive through, Good Crowd, Great Recommendations, Best Quality"
849,1433,Dosa Plaza,"South Indian, Chinese, North Indian, Beverages",450," Shahdara, New Delhi",4.0,230,https://www.zomato.com/ncr/dosa-plaza-shahdara-new-delhi,"Teekha Paneer, Chicken Salami Sandwich, Open Sandwich, Sandwiches, Pizzas","Great Value, Best Food under Best Budget, Portions, Seating, Spill Proof Packaging, Value for Money"
850,1434,Caffé La Poya,"Fast Food, Sandwich, Italian",400," Sector 30, Noida",4.0,247,https://www.zomato.com/ncr/caffé-la-poya-sector-30-noida,"Mud Cake, Carrot Cake, Coffees, Pancakes, Cappuccino, Hot Chocolate","Free Wifi, Seating, Decor, Ambiance, Music, Best Place"
851,1436,Grover Mithaivala,"Mithai, Street Food, North Indian, Desserts",300," Jail Road, New Delhi",4.0,257,https://www.zomato.com/ncr/grover-mithaivala-jail-road-new-delhi,"Veg Combo Platter, Chicken Shawarama, Barbeque Chicken, Soya Chaap Roll, Paneer Tikka Pizza, Shawarma","Pocket Friendly, Low Price, Great Packaging, Polite Staff, Tamper Proof Packaging, Prompt Service"
852,1438,Peshawari Chicken Corner,North Indian,500," Karol Bagh, New Delhi",4.0,298,https://www.zomato.com/ncr/peshawari-chicken-corner-karol-bagh-new-delhi,"Shehnai Chicken, Mughlai Food, Malai Kofta, Tandoori Chicken, Tikka, Dal Makhani","Relaxed Atmosphere, Decent Place, Best Food, Quick Service, Owner, Courteous Staff"
853,1439,Mughal Darbar,"North Indian, Mughlai",650," Punjabi Bagh, New Delhi",4.0,329,https://www.zomato.com/ncr/mughal-darbar-punjabi-bagh-new-delhi,"Naga Pork Thali, Pork Rib, Chicken Dry Fry, Pork Fry, Pork Chilli, Chicken Thali","Art, Reasonable Rates, Theme, Interior, Owner, Perfect Place"
854,1442,Uncle's,"North Indian, Mughlai, Chinese",600," Sector 11, Noida",4.0,302,https://www.zomato.com/ncr/uncles-sector-11-noida,"Veg White Sauce Pasta, Mushroom Sandwich, Wraps, Sandwiches, Burgers, Pasta","Casual Seating Area, Great Recommendations, Healthy Food, Reasonable Prices, Cafe, Best Place"
855,1444,Rule The Rolls,"Rolls, North Indian, Kebab, Beverages",350," Sector 15, Gurgaon",4.0,128,https://www.zomato.com/ncr/rule-the-rolls-sector-15,"Macaroons, Cup Cakes, Cupcakes, Hot Chocolate, Coffees, Tiramisu","Luxury, Best Quality, Breakfast, Yummy Food, Friendly Staff, Perfect Place"
856,1445,Choko La,"Bakery, Desserts",400," Khan Market, New Delhi",4.0,435,https://www.zomato.com/ncr/choko-la-1-khan-market-new-delhi,"Deluxe Veggie Pizza, Capsicum Pizza, Stuffed Garlic Bread, Paneer Pizza, Mixed Sauce Pasta, Pizzas","Elegantly Decorated, Cute Little Place, Good Crowd, Prompt Service, Great Recommendations, Reasonable Prices"
857,1446,Pizza81,"Pizza, Fast Food",500," Preet Vihar, New Delhi",4.0,443,https://www.zomato.com/ncr/pizza81-1-preet-vihar-new-delhi,"Hazelnut Brownie, Vegetable Dimsums, Meal Box, Quick Meal, Hakka Noodles","Healthy Food, Concept, Polite Staff, Customer Service, Quick Service, Friendly Staff"
858,1447,Wok To Walk,"Chinese, Asian, Beverages",500," Defence Colony Main Market, Defence Colony, New Delhi",4.0,595,https://www.zomato.com/ncr/wok-to-walk-defence-colony-new-delhi,"Veg Galauti, Mutton Galouti Kabab, Dahi Kabab, Paneer Lababdar, Paneer Tikka, Dal Makhni","Great Buffet Spread, Extensive Bar Menu, Fusion Dishes, Themed Decor, Comfortable Seating Area, Family Place"
859,1448,Kasbah Forum,"North Indian, Mughlai",2400," Greater Kailash 2 (GK2), New Delhi",4.0,102,https://www.zomato.com/ncr/kasbah-forum-greater-kailash-gk-2-new-delhi,"Spicy Vada Pav, Vada Pao, Pao Bhaji, Pulao, Dosa, Salad","Nice Crowd, Great Recommendations, Reasonable Prices, Prompt Service, Preparation, Nice Place"
860,1449,Jhakkas Pav Bhaji Mumbai Wala,"Street Food, South Indian",300," Rohini, New Delhi",4.0,450,https://www.zomato.com/ncr/jhakkas-pav-bhaji-mumbai-wala-rohini-new-delhi,"Chicken Shawarama, Malai Chaap Roll, Panneer Butter Masala, Shawarma, Afghani Chicken, Kabab","Cute Little Place, Low Price, Great Recommendations, Contactless Delivery, Perfect Presentation, Timely Service"
861,1451,Madras Cafe,"South Indian, Chinese",300," Rohini, New Delhi",4.0,377,https://www.zomato.com/ncr/madras-cafe-1-rohini-new-delhi,"Chocolate Hazelnut Cake, Mango Pastry, Vanilla Cake, Fresh Fruit Cake, Chocolate Truffle, Red Velvet","Reasonable Rates, Hygiene, Tamper Proof Packaging, Cute Packaging, Tasty, Wonderful Presentation"
862,1452,Box Of Cake,"Bakery, Fast Food, Desserts, Beverages",450," Sector 35, Faridabad",4.0,239,https://www.zomato.com/ncr/box-of-cake-sector-35-faridabad,"Veg Crisp Burger, Lemon Soda, Loaded Fries, Wraps, Burger, Shakes","Plenty of Vegetarian Options, Lip Smacking Food, Cozy Ambiance, Not very Crowded, Elegantly Decorated, Low Price"
863,1453,Burger Ji,"Burger, Fast Food, Beverages",300," Sector 49, Gurgaon",4.0,297,https://www.zomato.com/ncr/burger-ji-sector-49,"Chocolate Souffle, Tiramisu Jar, Dry Cake, Banoffee Pie, Cheese Cake, Pastries","Nice Packaging, Good Wifi, Best Quality, Customizable Food, Chef, Elaborate Menu"
864,1454,Fuchsia Bakery & Patisserie,"Bakery, Desserts",300," Baani Square, Sector 50, Gurgaon",4.0,235,https://www.zomato.com/ncr/fuchsia-bakery-patisserie-sector-50,"Spanner Wings, Meat Orgy, Vodka Chicken, Sausage, Peri Fries, Sangria","Happy Hour, Hookah, Seating Arrangements, Decent Ambience, Great Music, Nice Music"
865,1456,DeliBombay Cafe & Delicatessen,"Cafe, Fast Food, Desserts, Beverages, Italian",1000," Community Centre, New Friends Colony, New Delhi",4.0,221,https://www.zomato.com/ncr/delibombay-cafe-delicatessen-new-friends-colony-new-delhi,"Afghan Chicken, Chilli Mushroom, Chilly Paneer, Mocktails, Hakka Noodles, Dessert","All Staff Good, Good Service and Good Food, Relaxed Atmosphere, Comfortable Seating Area, Live Music, Amazing Ambience"
866,1457,Crops & Curries,"North Indian, Chinese, Mediterranean, Italian",1000," Raj Nagar, Ghaziabad",4.0,304,https://www.zomato.com/ncr/crops-curries-raj-nagar-ghaziabad,"Stuffed Garlic Bread, Paneer Pizza, Pizzas, White Sauce Pasta","Economical, Lip Smacking Food, Great Recommendations, Combos, Low Price, Fast Delivery"
867,1458,Your's Pizza,"Pizza, Fast Food, Pasta",500," Raj Nagar, Ghaziabad",4.0,758,https://www.zomato.com/ncr/yours-pizza-raj-nagar-ghaziabad,"Chur Chur Naan Thali, Karahi Paneer, Matar Mushroom, Panneer Butter Masala, Tawa Roti, Sahi Paneer","Plenty of Vegetarian Options, Drive through, Office Crowd, Pocket Friendly, Cozy Ambiance, Economical"
868,1459,Apni Rasoi,"North Indian, Chinese, Momos, Desserts, Beverages",500," Mukherjee Nagar, New Delhi",4.0,664,https://www.zomato.com/ncr/apni-rasoi-mukherjee-nagar-new-delhi,"Poha, Samosa, Tandoori Momos, Sandwiches, Shakes, Burgers","Good Value, Friendly Place, Awesome Place, Awesome Food, Quality Food, Decor"
869,1460,Fu.D,"Continental, Beverages, Sandwich, North Indian, Fast Food",350," Sushant Lok, Gurgaon",4.0,319,https://www.zomato.com/ncr/fud-1-sushant-lok,"Veggie Crunch, Paneer Dhokla, Dry Cake, Pastries, Sweets, Cakes","Environment, Reasonable Price, Student Crowd, Young Crowd, Great Place, Quality Food"
870,1465,Suvidha Vegetarian,North Indian,450," Daryaganj, New Delhi",4.0,211,https://www.zomato.com/ncr/suvidha-vegetarian-daryaganj-new-delhi,"Chilli Garlic Bread, Choco Lava Cake, Pastas, Pizzas, White Sauce Pasta, Sauce","Quality of Food, Sitting Arrangement, Management, Spill Proof Packaging, Owner, Ambiance"
871,1466,Pizza AH!,"Pizza, Fast Food, Beverages",500," Palam, New Delhi",4.0,178,https://www.zomato.com/ncr/pizza-ah-3-palam-new-delhi,"Soups, Chicken Momos, Noodle, Momo, Spring Rolls, Chinese Food","Chinese, Good Quantity, Reasonable Price, Quick Service, Courteous Staff, Nice Food"
872,1468,Paatra - Jaypee Siddharth,North Indian,3500," Jaypee Siddharth, Rajendra Place, New Delhi",4.0,244,https://www.zomato.com/ncr/paatra-jaypee-siddharth-rajendra-place-new-delhi,"Molten Lava Cake, Dessert, Drinks, Snacks, Dal Makhani, Sauce","Magnificent View, Roof Top, Rooftop Ambience, Live Music, Courteous Staff, Awesome Place"
873,1469,Hyjack,"Asian, Continental, North Indian",1800," Safdarjung, New Delhi",4.0,435,https://www.zomato.com/ncr/hyjack-safdarjung-new-delhi,"Masala Momo, Drums of Heaven, Tawa Chicken, Tandoori Momos, Soups, Butter Naan","Good for Large Groups, Ample Seating Area, Family Restaurant, Chinese, Decent Place, Interior"
874,1470,Singh Ching,"North Indian, Mughlai, Asian",1000," Delhi University-GTB Nagar, New Delhi",4.0,697,https://www.zomato.com/ncr/singh-ching-delhi-university-gtb-nagar-new-delhi,"Boondi Raita, Noodle, Mutton Rogan Josh, Malai Chaap, Paneer Lababdar, Chicken Momos","Gastronomical Experience, Packed on Weekends, Best Food, Good Quantity, Reasonable Price, Awesome Food"
875,1474,Paatra - Jaypee Greens Golf & Spa Resort,North Indian,3500," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4.0,157,https://www.zomato.com/ncr/paatra-jaypee-greens-golf-spa-resort-jaypee-greens-greater-noida,"Pineapple Curry, Vindaloo, Mushroom Galauti, Butter Garlic Prawns, Shahi Tukda, Tacos","Live Kitchen, Beautiful Cafe, Peaceful Place, Humble Staff, Relaxed Atmosphere, Great Restaurant"
876,1475,1440 - 24 Hrs Cafe,"Kebab, BBQ, Middle Eastern, North Indian",1800," Park Inn by Radisson, Lajpat Nagar 4, New Delhi",4.0,150,https://www.zomato.com/ncr/1440-24-hrs-cafe-lajpat-nagar-4-new-delhi,"White Forest Cake, Choco Truffle Cake, Red Velvet Cake, Cheesecake, Chocolate","Design, Good Wifi, Contactless Delivery, Student Crowd, Elaborate Menu, Perfect Presentation"
877,1477,Desi Corridor,"North Indian, Chinese, Fast Food",800," Sector 53, Gurgaon",4.0,165,https://www.zomato.com/ncr/desi-corridor-sector-53,"Choco Fudge Brownie, Mushroom Patty, Choco Truffle Cake, Quiche, Cheese Cakes, Blueberry Cheesecake","Spill Proof Packaging, Contactless Delivery, Good Place, Nice Place, Presentation, Great Place"
878,1479,K.K. Family Restaurant,"Chinese, North Indian, Mughlai",500," Tagore Garden, New Delhi",4.0,299,https://www.zomato.com/ncr/k-k-family-restaurant-tagore-garden-new-delhi,"Paneer Patty, Chocolate Truffle, Pastries, Cakes, White Sauce Pasta, Snacks","Sitting Arrangement, Best Place, Good Place, Quality, Staff, Ambience"
879,1481,The Oberoi Patisserie And Delicatessen,"Bakery, Desserts, Fast Food",2000," The Oberoi, Udyog Vihar, Gurgaon",4.0,77,https://www.zomato.com/ncr/the-oberoi-patisserie-and-delicatessen-udyog-vihar,"Paneer Sandwich, Thick Shakes, Veg Burger, Cold Coffee, Rolls, Garlic Bread","No Plastic Cups, Affordable, Fancy Crowd, Good Quality Food, Nice Food, Young Crowd"
880,1482,Scoops,"Pizza, Burger, Fast Food, Ice Cream, Desserts, Beverages",400," Uttam Nagar, New Delhi",4.0,760,https://www.zomato.com/ncr/scoops-uttam-nagar-new-delhi,"Wheat Momo, Steamed Chicken Momos, Pan Fried Momos, Soup","Awesome Food, Good Taste, Great Taste, Great Food, Good Food, Menu"
